1:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
2:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
3:软件销售工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中油奥特科技有限公司        7000-11000
4:中国采招网        4001-6000
5930:软件配置管理员        北京北航天宇长鹰无人机科技有限公司        10000-20000
5931:软件工程师        北京优尔博特创新科技有限公司        15001-20000
5932:软件开发工程师        北京英迪致远科技有限责任公司        5000-7000
5933:软件开发工程师        北京天元特通科技有限公司        10001-15000
5934:软件开发工程师        北京得意音通技术有限责任公司        10001-15000
5935:软件销售        厦门安妮股份有限公司        8001-10000
5936:软件工程师        北京慧清科技有限公司        12000-20000
5937:软件工程师        北京华仪未来科技发展有限公司        10001-15000
5938:软件开发项目经理        北京店帮科技有限公司        10001-15000
5939:软件工程师        北京起鹏科技发展有限公司        10001-15000
5940:软件工程师        北京兆维科技开发有限公司        10000-20000
5941:软件测试工程师        北京万里红科技股份有限公司        5000-10000
5942:软件工程师        北京泰和利通科技有限公司        10000-20000
5943:软件工程师        北京医模科技股份有限公司        10001-15000
5944:软件项目经理        北京双旗世纪科技有限公司        15001-20000
5945:软件开发工程师        北京中瑞泰科技有限公司        8000-15000
5946:软件开发工程师        北京固鸿科技有限公司        10000-20000
5947:软件工程师/C++        北京瑞莱博石油技术有限公司        10001-15000
5948:软件销售顾问        北京智邦国际<b>软件</b>技术有限公司        6000-12000
5949:软件测试工程师        北京庚顿数据科技有限公司        8000-12000
5950:软件行业+底薪5k-8k+双休）        北京智邦国际<b>软件</b>技术有限公司        5000-10000
5951:软件开发工程师        北京万里红科技股份有限公司        6000-12000
5952:软件区域销售        北京华思维信息技术有限公司        5000-10000
5953:软件工程师        北京安怀信科技股份有限公司        10001-15000
5954:软件工程师        沈阳东软医疗系统有限公司        15001-20000
5955:软件工程师        北京星客合创信息科技研究院(有限合伙)        20001-30000
5956:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
5957:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
5958:软件销售工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中油奥特科技有限公司        7000-11000
5959:中国采招网        4001-6000
5960:软件开发工程师        华睿泰科技(北京)有限公司        10000-20000
5961:软件)        北京诺明在线<b>软件</b>有限公司        10001-15000
5962:软件开发工程师        北京起鹏科技发展有限公司        15001-20000
5963:软件工程师        北京华开领航科技有限责任公司        15000-20000
5964:软件C++工程师        北京青果树<b>软件</b>有限公司        15001-20000
5965:软件测试培训生、测试工程师助理        北京飞马容心科技有限公司        6001-8000
5966:软件工程师        雷势万廷信息技术(北京)有限公司济南分公司        10001-15000
5967:软件工程师        北京华开领航科技有限责任公司        10000-15000
5968:软件开发工程师Java        北京万里红科技股份有限公司        6000-12000
5969:软件开发工程师        北京北变微电网技术有限公司        7000-9000
5970:软件初级工程师管住宿        运动科技(北京)有限公司        4001-6000
5971:软件测试工程师（自动化运维和测试方向）        北京万里红科技股份有限公司        6000-12000
5972:软件测试工程师        北京万里红科技股份有限公司        6000-12000
5973:软件内容编辑        戴耐德语言<b>软件</b>系统开发（北京）有限公司        6000-7000
5974:软件工程师        北京慧清科技有限公司        12000-20000
5975:软件配置管理员        北京北航天宇长鹰无人机科技有限公司        10000-20000
5976:软件工程师        北京优尔博特创新科技有限公司        15001-20000
5977:软件开发工程师        北京英迪致远科技有限责任公司        5000-7000
5978:软件开发工程师        北京天元特通科技有限公司        10001-15000
5979:软件开发工程师        北京得意音通技术有限责任公司        10001-15000
5980:软件销售        厦门安妮股份有限公司        8001-10000
5981:软件工程师        北京慧清科技有限公司        12000-20000
5982:软件工程师        北京华仪未来科技发展有限公司        10001-15000
5983:软件开发项目经理        北京店帮科技有限公司        10001-15000
5984:软件工程师        北京起鹏科技发展有限公司        10001-15000
5985:软件工程师        北京兆维科技开发有限公司        10000-20000
5986:软件测试工程师        北京万里红科技股份有限公司        5000-10000
5987:软件工程师        北京泰和利通科技有限公司        10000-20000
5988:软件工程师        北京医模科技股份有限公司        10001-15000
5989:软件项目经理        北京双旗世纪科技有限公司        15001-20000
5990:软件开发工程师        北京中瑞泰科技有限公司        8000-15000
5991:软件开发工程师        北京固鸿科技有限公司        10000-20000
5992:软件工程师/C++        北京瑞莱博石油技术有限公司        10001-15000
5993:软件销售顾问        北京智邦国际<b>软件</b>技术有限公司        6000-12000
5994:软件测试工程师        北京庚顿数据科技有限公司        8000-12000
5995:软件行业+底薪5k-8k+双休）        北京智邦国际<b>软件</b>技术有限公司        5000-10000
5996:软件开发工程师        北京万里红科技股份有限公司        6000-12000
5997:软件区域销售        北京华思维信息技术有限公司        5000-10000
5998:软件工程师        北京安怀信科技股份有限公司        10001-15000
5999:软件工程师        沈阳东软医疗系统有限公司        15001-20000
6000:软件工程师        北京星客合创信息科技研究院(有限合伙)        20001-30000
6001:软件工程师        北京华仪未来科技发展有限公司        10001-15000
6002:软件开发工程师        北京易驾佳信息科技有限公司        15000-20000
6003:软件工程师        北京辉大科技发展有限公司        8000-16000
6004:软件测试工程师（应届生也可以）        北京测试空间科技发展有限公司        6001-8000
6005:软件开发部经理        安诺优达基因科技(北京)有限公司        20000-30000
6006:软件技术支持工程师（应届毕业生）        北京可维创业科技有限公司        6001-8000
6007:软件销售经理        北京可维创业科技有限公司        6000-12000
6008:软件测试工程师        北京华夏电通科技有限公司        8000-15000
6009:软件测试实习生        上海海徽<b>软件</b>科技有限公司        6001-8000
6010:软件客户代表        北京世纪兆元科技有限公司        10001-15000
6011:软件销售        挚友诚达科技(北京)有限公司        6001-8000
6012:软件工程师        北京汇金科技有限责任公司        9000-13000
